5 9 0.0339432 0.0324387 -3.1274 44.7214 0 0 44.7214 0 44.7214 
 3 10 0.0440195 0.988477 -1.56353 44.7214 0 0 44.7214 0 44.7214 
 8 14 0.0158085 0.0210588 3.12831 44.7214 0 0 44.7214 0 44.7214 
 7 15 -0.0147277 -0.00159495 -0.0195786 44.7214 0 0 44.7214 0 44.7214 
 21 26 -0.95214 -0.0418463 3.13475 44.7214 0 0 44.7214 0 44.7214 
 19 27 -0.0176158 -0.0052181 1.56791 44.7214 0 0 44.7214 0 44.7214 
 40 51 2.97743 0.0326539 3.1211 44.7214 0 0 44.7214 0 44.7214 
 7 55 -0.0335046 -0.00680906 -1.58407 44.7214 0 0 44.7214 0 44.7214 
 14 56 0.00385417 0.000186059 -3.14717 44.7214 0 0 44.7214 0 44.7214 
 8 56 -0.0196555 0.00673762 0.0127182 44.7214 0 0 44.7214 0 44.7214 
 5 57 -0.048046 -0.00753482 -3.16285 44.7214 0 0 44.7214 0 44.7214 
 47 64 -0.992098 -0.0164591 3.12281 44.7214 0 0 44.7214 0 44.7214 
 43 68 0.993623 0.0391936 -0.00106149 44.7214 0 0 44.7214 0 44.7214 
 45 69 -0.006758 -0.00679624 -0.00213649 44.7214 0 0 44.7214 0 44.7214 
 83 101 -1.97704 -0.00703316 -3.16668 44.7214 0 0 44.7214 0 44.7214 
 96 102 0.007666 0.00487275 -3.16637 44.7214 0 0 44.7214 0 44.7214 
 96 102 0.0105401 -0.00932236 -3.11433 44.7214 0 0 44.7214 0 44.7214 
 79 103 -0.0186865 -0.0033855 1.55733 44.7214 0 0 44.7214 0 44.7214 
 79 105 -0.0125827 -2.00631 4.69194 44.7214 0 0 44.7214 0 44.7214 
 108 113 1.00393 0.0159091 -3.11017 44.7214 0 0 44.7214 0 44.7214 
 109 113 0.0222084 0.0315797 -3.15076 44.7214 0 0 44.7214 0 44.7214 
 109 113 0.00312091 0.0193176 -3.15361 44.7214 0 0 44.7214 0 44.7214 
 107 115 -0.0145292 0.0146738 -4.71136 44.7214 0 0 44.7214 0 44.7214 
 107 115 -0.00129435 0.00848362 -4.70767 44.7214 0 0 44.7214 0 44.7214 
 107 116 -1.00662 0.0313731 -3.16 44.7214 0 0 44.7214 0 44.7214 
 96 118 0.0306951 0.00138471 -3.15288 44.7214 0 0 44.7214 0 44.7214 
 102 118 0.0258412 -0.0198242 0.0199406 44.7214 0 0 44.7214 0 44.7214 
 105 118 -0.978873 0.015246 -3.11661 44.7214 0 0 44.7214 0 44.7214 
 81 121 0.0212985 0.0204537 0.0267227 44.7214 0 0 44.7214 0 44.7214 
 82 122 0.0158886 -0.00536787 -0.0261046 44.7214 0 0 44.7214 0 44.7214 
 105 122 1.02796 0.00337861 -0.0267452 44.7214 0 0 44.7214 0 44.7214 
 86 126 0.00132688 0.00503898 0.0234251 44.7214 0 0 44.7214 0 44.7214 
 86 126 0.0217575 0.00097279 0.0316187 44.7214 0 0 44.7214 0 44.7214 
 130 138 1.05695 -0.992927 1.59651 44.7214 0 0 44.7214 0 44.7214 
 137 141 -0.0156468 -0.033674 -3.13858 44.7214 0 0 44.7214 0 44.7214 
 136 144 0.0058869 -0.029549 -0.0142971 44.7214 0 0 44.7214 0 44.7214 
 134 145 -1.01803 -0.0059648 3.11779 44.7214 0 0 44.7214 0 44.7214 
 134 146 -1.99141 0.00226105 3.12376 44.7214 0 0 44.7214 0 44.7214 
 139 147 -0.0348606 -0.0297343 0.0111736 44.7214 0 0 44.7214 0 44.7214 
 130 147 0.968708 0.0483391 1.5686 44.7214 0 0 44.7214 0 44.7214 
 131 147 -0.009658 -0.0491016 1.51273 44.7214 0 0 44.7214 0 44.7214 
 150 159 1.00757 -0.0277779 -1.56674 44.7214 0 0 44.7214 0 44.7214 
 156 163 -1.02493 -0.00146299 3.16411 44.7214 0 0 44.7214 0 44.7214 
 154 164 -0.0213403 -0.0133757 -3.12592 44.7214 0 0 44.7214 0 44.7214 
